taxon,run,sample_size,n_taxa,n_random,change,diff,1.1,1.2,1.3,2.1,2.2,2.3,Student.t.test_pvals,Student.t.test_pvalsAdj,Student.t.test_effect
2664,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
2677,1,3,10000,75,2,FALSE,6,0,1,1,1,1,0.5414367090953504,0.6274821231344915,0.7297285306279231
2691,1,3,10000,75,2,FALSE,8614,8752,7932,7491,7225,8810,0.1882109592108122,0.515312684410756,1.774004124046934
2708,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
2757,1,3,10000,75,2,FALSE,6,4,8,8,6,7,0.5765509808808511,0.6573361478184335,-0.6359549479077267
2758,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
2761,1,3,10000,75,2,FALSE,3,3,2,2,3,5,0.5500468130450695,0.6346062484833414,-0.6866450680185046
2786,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
2829,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
2831,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
2842,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
2860,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
2889,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
2895,1,3,10000,75,2,FALSE,0,0,1,0,0,1,0.9651993568982231,0.9869035752411727,0.046433862662799044
2897,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
2921,1,3,10000,75,2,FALSE,4,2,1,3,0,0,0.3583099044753788,0.515312684410756,1.0387602909949791
2923,1,3,10000,75,2,TRUE,1,3,2,0,6,2,0.7484358600027563,0.8102814002550849,-0.35964222635315357
2943,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
2951,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
2952,1,3,10000,75,2,FALSE,6,5,5,5,3,4,0.09329803705000116,0.515312684410756,2.353281117303541
2954,1,3,10000,75,2,FALSE,79,94,101,93,96,104,0.6139062803796212,0.6937858987331099,-0.5695425451152675
2973,1,3,10000,75,2,FALSE,0,1,0,2,0,1,0.39355273525279916,0.515312684410756,-0.9824688802994264
2974,1,3,10000,75,2,FALSE,1,0,1,0,0,0,0.18364103075091756,0.515312684410756,1.9989892757965615
2989,1,3,10000,75,2,FALSE,2,2,1,1,2,1,0.5229271411204952,0.6124586061911255,0.7002440335599366
2997,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
3000,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
3015,1,3,10000,75,2,FALSE,246,192,236,211,178,171,0.1344619759096984,0.515312684410756,1.9473486067177241
3030,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
3062,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
3089,1,3,10000,75,2,FALSE,113,106,120,150,128,115,0.2631713484142997,0.515312684410756,-1.368601965863102
3117,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
3141,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
3143,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
3146,1,3,10000,75,2,FALSE,1048,1153,1111,1331,962,1219,0.6874109561830786,0.7612731649420053,-0.45091949036634155
3155,1,3,10000,75,2,FALSE,0,0,0,2,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
3162,1,3,10000,75,2,TRUE,0,0,0,0,2,0,0.42264973081037427,0.515312684410756,-1
3167,1,3,10000,75,2,FALSE,9,7,8,11,14,6,0.4632373348376598,0.5568934056446516,-0.8806376895412167
3169,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
3185,1,3,10000,75,2,FALSE,2,2,0,1,1,2,0.986926436757988,0.9920599942963909,0.01786516481187065
3186,1,3,10000,75,2,FALSE,1,1,1,0,0,2,0.6306913706846493,0.7106770109901369,0.5619420351235679
3187,1,3,10000,75,2,FALSE,181,175,223,184,160,237,0.8960106777158415,0.9347047960517483,0.13928192463665445
3201,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
3243,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
3260,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
3262,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
3263,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
3265,1,3,10000,75,2,FALSE,1,0,0,0,0,2,0.6953314378824035,0.7665174651488841,-0.43148647230059
3267,1,3,10000,75,2,TRUE,5,14,8,12,22,10,0.31560865812815453,0.515312684410756,-1.1733854084752067
3288,1,3,10000,75,2,FALSE,0,2,2,4,4,0,0.4436480745886586,0.5358436900891143,-0.8817751701291342
3290,1,3,10000,75,2,FALSE,1,2,4,1,2,4,0.9574928487137603,0.9829242656782692,0.05674343896128521
3294,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
3298,1,3,10000,75,2,FALSE,2,2,4,2,2,4,0.9387609402907697,0.9714353505284672,0.08185955216525669
3331,1,3,10000,75,2,TRUE,0,0,0,2,2,2,3.6060427235188024e-4,0.09291570084266781,-52.646206756506615
3332,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
3377,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
3397,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
3408,1,3,10000,75,2,TRUE,7,9,8,24,22,22,7.56681620641276e-5,0.058491489275570636,-16.878096605363066
3412,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
3419,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
3421,1,3,10000,75,2,TRUE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
3440,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
3441,1,3,10000,75,2,FALSE,0,0,1,0,0,1,0.9651993568982231,0.9869035752411727,0.046433862662799044
3447,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
3459,1,3,10000,75,2,FALSE,253,205,212,260,189,220,0.8511011095715809,0.9024707238667107,0.20073712007849376
3465,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
3466,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
3489,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
3512,1,3,10000,75,2,FALSE,9,10,8,7,11,10,0.8871746490218813,0.9317744615406444,-0.15658402513505054
3517,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
3519,1,3,10000,75,2,TRUE,0,0,0,0,2,0,0.42264973081037427,0.515312684410756,-1
3566,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
3581,1,3,10000,75,2,FALSE,0,0,0,1,2,1,0.06621673737542152,0.515312684410756,-3.690398757515742
3583,1,3,10000,75,2,FALSE,399,456,469,500,462,488,0.31880618177664755,0.515312684410756,-1.2880314836747344
3641,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
3656,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
3671,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
3709,1,3,10000,75,2,TRUE,0,0,0,2,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
3719,1,3,10000,75,2,FALSE,1,2,1,1,0,1,0.20635731569618593,0.515312684410756,1.5067111931135566
3730,1,3,10000,75,2,FALSE,23,32,25,29,36,26,0.4963897095067836,0.5894151235771793,-0.7536733686848761
3734,1,3,10000,75,2,FALSE,9,15,10,7,15,16,0.748372373679232,0.8102814002550849,-0.34824886717781256
3736,1,3,10000,75,2,FALSE,27,9,15,10,8,11,0.28491389124682126,0.515312684410756,1.4298600950449314
3738,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
3748,1,3,10000,75,2,TRUE,0,0,0,2,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
3751,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
3757,1,3,10000,75,2,FALSE,1,0,1,0,0,0,0.18364103075091756,0.515312684410756,1.9989892757965615
3792,1,3,10000,75,2,FALSE,5,7,3,5,4,5,0.7562522885560322,0.8175986280472909,0.35118465622307715
3817,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
3854,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
3872,1,3,10000,75,2,TRUE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
3874,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
3881,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
3890,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
3892,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
3904,1,3,10000,75,2,FALSE,1,3,2,3,0,1,0.5329031472653497,0.6197350283577507,0.6909204087105941
3910,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
3917,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
3918,1,3,10000,75,2,FALSE,7,9,12,10,8,6,0.4891226225102016,0.5840721613601134,0.7680054827000319
3927,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
3933,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
3965,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
3968,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
3977,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
4004,1,3,10000,75,2,FALSE,101,121,99,118,115,101,0.778702964927394,0.8348646212050979,-0.3005971888959919
4008,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
4028,1,3,10000,75,2,FALSE,1,1,1,0,0,0,1.631982444656242e-4,0.06307612148596375,78.2688758996384
4033,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
4062,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
4063,1,3,10000,75,2,FALSE,9,9,10,13,5,2,0.4703030706311589,0.5645097416116239,0.8758046458783942
4083,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
4094,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
4110,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
4111,1,3,10000,75,2,FALSE,0,1,0,0,0,1,0.9860035071484499,0.9920599942963909,0.018664134698304156
4122,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
4145,1,3,10000,75,2,TRUE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
4173,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
4188,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
4200,1,3,10000,75,2,TRUE,0,0,0,2,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
4202,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
4214,1,3,10000,75,2,TRUE,12,9,10,40,14,20,0.2058706072817087,0.515312684410756,-1.827387112608382
4215,1,3,10000,75,2,TRUE,0,0,0,2,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
4217,1,3,10000,75,2,FALSE,3,4,1,5,5,8,0.06082333590485623,0.515312684410756,-2.590636868409102
4223,1,3,10000,75,2,FALSE,0,2,0,2,1,0,0.7230692190911354,0.7905693159228396,-0.3809567869549949
4228,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
4247,1,3,10000,75,2,TRUE,94,81,78,156,166,150,0.0030947953600065775,0.4784553626570169,-8.123534623732954
4277,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
4279,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
4329,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
4339,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
4347,1,3,10000,75,2,FALSE,1,1,0,0,0,0,0.18350410869714573,0.515312684410756,1.9999949323256911
4354,1,3,10000,75,2,FALSE,15,6,7,5,11,8,0.7015936962463907,0.7703578511341761,0.41632864894084337
4360,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
4362,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
4369,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
4376,1,3,10000,75,2,FALSE,0,3,0,1,0,7,0.5473883027911969,0.6324830464239091,-0.680655892312296
4397,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
4444,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
4483,1,3,10000,75,2,FALSE,11,6,10,11,15,5,0.7406317346702785,0.8049104949107292,-0.3632218473796395
4488,1,3,10000,75,2,TRUE,18,17,18,42,30,36,0.02406506349845445,0.515312684410756,-5.915206192766925
4498,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
4524,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
4538,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
4547,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
4605,1,3,10000,75,2,FALSE,0,0,1,1,0,1,0.555918089559051,0.6394712548052774,-0.6420359079573001
4606,1,3,10000,75,2,TRUE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
4625,1,3,10000,75,2,TRUE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
4629,1,3,10000,75,2,FALSE,1,0,3,2,1,1,0.9633603817055951,0.9869035752411727,0.05070218705316888
4638,1,3,10000,75,2,FALSE,0,1,0,1,0,2,0.39229317351860993,0.515312684410756,-0.9846238727369286
4640,1,3,10000,75,2,FALSE,1,2,1,1,1,2,0.9574709827532476,0.9829242656782692,0.05674912975721496
4645,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
4650,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
4663,1,3,10000,75,2,TRUE,23,32,39,68,48,70,0.020057153833634777,0.515312684410756,-3.799495073965564
4664,1,3,10000,75,2,FALSE,0,1,1,0,0,1,0.4919610418073007,0.5859566799954444,0.7557286619297178
4693,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
4698,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
4712,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
4716,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
4722,1,3,10000,75,2,FALSE,7,7,8,5,6,4,0.04618618454735363,0.515312684410756,3.052057084973175
4742,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
4744,1,3,10000,75,2,FALSE,1,4,2,2,3,2,0.9835808537479509,0.9920599942963909,0.022510321068258038
4756,1,3,10000,75,2,FALSE,1,0,0,0,1,2,0.3821876750445978,0.515312684410756,-1.0085242825831877
4769,1,3,10000,75,2,TRUE,0,0,0,0,2,0,0.42264973081037427,0.515312684410756,-1
4783,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
4796,1,3,10000,75,2,TRUE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
4800,1,3,10000,75,2,TRUE,0,0,0,0,2,0,0.42264973081037427,0.515312684410756,-1
4803,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
4825,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
4834,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
4842,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
4858,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
4868,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
4873,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
4875,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
4880,1,3,10000,75,2,TRUE,14,15,18,18,30,30,0.1261980230627223,0.515312684410756,-2.279287002211822
4881,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
4892,1,3,10000,75,2,FALSE,1167,1305,1227,1417,1221,1173,0.8603274432074743,0.9097580213397779,-0.19071320450864096
4915,1,3,10000,75,2,TRUE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
4932,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
4934,1,3,10000,75,2,TRUE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
4940,1,3,10000,75,2,FALSE,7,6,5,4,2,4,0.027597296528583344,0.515312684410756,3.427964594040306
4949,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
4954,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
4956,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
4962,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
4980,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
5015,1,3,10000,75,2,TRUE,0,0,0,0,2,0,0.42264973081037427,0.515312684410756,-1
5020,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
5029,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
5071,1,3,10000,75,2,FALSE,1452,1280,1556,1268,1361,1223,0.23261530290525986,0.515312684410756,1.44252103293593
5072,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
5091,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
5102,1,3,10000,75,2,FALSE,1,0,0,0,0,1,0.9846261462108445,0.9920599942963909,0.020501313469809154
5138,1,3,10000,75,2,FALSE,495,515,501,489,450,504,0.038676777364227734,0.515312684410756,3.0331834545199996
5141,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
5142,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
5153,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
5166,1,3,10000,75,2,TRUE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
5168,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
5175,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
5181,1,3,10000,75,2,FALSE,0,1,1,0,1,0,0.5271823128969944,0.6165082116026879,0.691704893010236
5190,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
5193,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
5200,1,3,10000,75,2,FALSE,0,2,2,0,0,1,0.2672075277781059,0.515312684410756,1.373403041529526
5204,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
5210,1,3,10000,75,2,FALSE,0,1,1,0,0,0,0.18366118774841572,0.515312684410756,1.99884131331817
5222,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
5223,1,3,10000,75,2,FALSE,1,1,0,0,0,1,0.5023635326458467,0.5937721876685619,0.7364130365142473
5228,1,3,10000,75,2,TRUE,0,0,0,4,2,0,0.22019300941018208,0.515312684410756,-1.7616267821603742
5249,1,3,10000,75,2,TRUE,0,0,0,0,2,0,0.42264973081037427,0.515312684410756,-1
5279,1,3,10000,75,2,FALSE,0,0,0,0,2,0,0.42264973081037427,0.515312684410756,-1
5310,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
5325,1,3,10000,75,2,FALSE,2,1,1,2,3,3,0.05283285312452008,0.515312684410756,-2.7281823557521303
5329,1,3,10000,75,2,FALSE,535,452,415,517,500,463,0.6519789475588584,0.731465495592159,-0.49285161274378164
5341,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
5373,1,3,10000,75,2,FALSE,13,6,9,8,5,10,0.4896232348788531,0.5840721613601134,0.772110206505512
5384,1,3,10000,75,2,FALSE,0,0,1,0,1,0,0.9972676411940713,0.9972676411940713,0.0036431610228647025
5415,1,3,10000,75,2,FALSE,70,57,64,72,76,77,0.10428850613829276,0.515312684410756,-2.250532957735191
5436,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
5455,1,3,10000,75,2,FALSE,1,0,0,0,0,0,0.42264973081037427,0.515312684410756,1
5464,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
5511,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
5513,1,3,10000,75,2,FALSE,1,0,2,1,0,4,0.6799645228115834,0.7557636760504817,-0.4552894857170703
5524,1,3,10000,75,2,FALSE,1,0,0,0,0,1,0.9846261462108445,0.9920599942963909,0.020501313469809154
5538,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
5541,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
5542,1,3,10000,75,2,FALSE,3,2,2,1,4,1,0.7884293181781984,0.8429541672914901,0.3000463081905049
5552,1,3,10000,75,2,TRUE,0,0,0,2,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
5553,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
5564,1,3,10000,75,2,FALSE,0,3,2,1,2,1,0.7413923316642163,0.8049104949107292,0.3662570392261555
5596,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
5610,1,3,10000,75,2,FALSE,0,0,1,0,0,0,0.42264973081037427,0.515312684410756,1
5616,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
5620,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
5644,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
5652,1,3,10000,75,2,FALSE,12,17,16,25,17,17,0.23079471087803693,0.515312684410756,-1.458092869434813
5658,1,3,10000,75,2,FALSE,17,26,17,17,20,23,0.9323816964009165,0.9674242299569241,0.09164620137710199
5703,1,3,10000,75,2,FALSE,15,21,24,14,21,16,0.4298755954225906,0.5216543724672881,0.8802841841169292
5710,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
5711,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
5717,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
5734,1,3,10000,75,2,FALSE,1,0,0,0,1,1,0.5177564826747392,0.6082458375495036,-0.708472094986885
5739,1,3,10000,75,2,FALSE,1,0,1,1,0,2,0.680480619057096,0.7557636760504817,-0.4503354504812786
5749,1,3,10000,75,2,FALSE,0,0,1,1,0,1,0.555918089559051,0.6394712548052774,-0.6420359079573001
5750,1,3,10000,75,2,FALSE,103,105,102,114,99,97,0.7595226782245554,0.8199874724407561,0.34810066469027384
5755,1,3,10000,75,2,FALSE,12,11,9,8,8,9,0.07255945890544434,0.515312684410756,3.042689696947252
5786,1,3,10000,75,2,FALSE,14,9,7,8,10,8,0.5643331997618707,0.645310005053145,0.6553115006590899
5792,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
5827,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
5838,1,3,10000,75,2,TRUE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
5864,1,3,10000,75,2,FALSE,0,0,0,1,0,0,0.42264973081037427,0.515312684410756,-0.9999999999999999
5873,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
5889,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
5890,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
5901,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
5920,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
5939,1,3,10000,75,2,FALSE,0,0,0,0,1,0,0.42264973081037427,0.515312684410756,-1
5959,1,3,10000,75,2,FALSE,0,1,0,0,0,0,0.42264973081037427,0.515312684410756,1
5966,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
5976,1,3,10000,75,2,FALSE,0,0,0,0,0,1,0.42264973081037427,0.515312684410756,-1
